JC129682,01/25/2019 04:30:00 PM,130XX S CARONDOLET AVE,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,RESIDENCE,N,Y,433,10,04B,1198430,1819025,41.658229538,-87.549547312,"(41.658229538, -87.549547312)"
JC108533,01/07/2019 07:50:00 PM,015XX N SEDGWICK ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,Y,N,1821,2,06,1173364,1910604,41.910121292,-87.638560993,"(41.910121292, -87.638560993)"
JC148486,01/17/2019 06:00:00 PM,049XX W HARRISON ST,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION PRIVATE SEXUAL IMAGES,RESIDENCE,N,Y,1533,29,17,1143680,1896882,41.873074546,-87.747952807,"(41.873074546, -87.747952807)"
JC153376,01/30/2019 03:17:00 PM,017XX W HOWARD ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,GROCERY FOOD STORE,N,N,2422,49,11,1163126,1950347,42.019399237,-87.675049485,"(42.019399237, -87.675049485)"
JC126025,01/22/2019 10:42:00 AM,062XX S HAMLIN AVE,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION PRIVATE SEXUAL IMAGES,"SCHOOL, PUBLIC, BUILDING",N,N,823,23,17,1152108,1863143,41.780328363,-87.717896689,"(41.780328363, -87.717896689)"
JC135821,01/31/2019 08:40:00 PM,026XX W LITHUANIAN PLAZA CT,0810,THEFT,OVER $500,APARTMENT,N,Y,831,17,06,1159806,1858791,41.768231198,-87.689793719,"(41.768231198, -87.689793719)"
JC155605,01/22/2019 05:30:00 AM,021XX W 21ST PL,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,1234,25,06,1162500,1889721,41.853051095,-87.679055736,"(41.853051095, -87.679055736)"
JC127327,01/23/2019 07:30:00 PM,050XX S KNOX AVE,0330,ROBBERY,AGGRAVATED,SIDEWALK,N,N,815,14,03,1146208,1870903,41.80173689,-87.739330816,"(41.80173689, -87.739330816)"
JC153939,01/13/2019 04:00:00 PM,037XX W LYNDALE ST,0890,THEFT,FROM BUILDING,APARTMENT,N,N,2525,35,06,1151039,1914695,41.921814309,-87.720466978,"(41.921814309, -87.720466978)"
JC153473,01/01/2019 07:00:00 AM,048XX S HERMITAGE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,"SCHOOL, PUBLIC, GROUNDS",N,N,931,15,26,1165496,1872583,41.805959456,-87.668546202,"(41.805959456, -87.668546202)"
JC106182,01/05/2019 06:15:00 PM,003XX N WELLS ST,0810,THEFT,OVER $500,CTA STATION,Y,N,1831,42,06,1174672,1902829,41.888757117,-87.633988801,"(41.888757117, -87.633988801)"
JC153410,01/15/2019 08:00:00 AM,021XX W ARTHUR AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,2412,50,06,1161015,1943137,41.999659094,-87.683019265,"(41.999659094, -87.683019265)"
JC156968,01/10/2019 09:00:00 AM,024XX W WALTON ST,0890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,N,N,1212,26,06,1159965,1906249,41.8984581,-87.687903858,"(41.8984581, -87.687903858)"
JC126746,01/22/2019 06:00:00 PM,008XX W JACKSON BLVD,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,1232,2,05,1170571,1898846,41.877918222,-87.649165712,"(41.877918222, -87.649165712)"
JC137667,01/30/2019 08:00:00 AM,018XX W 19TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1234,25,06,1164507,1890772,41.855892938,-87.671659664,"(41.855892938, -87.671659664)"
JC157096,01/24/2019 07:00:00 PM,075XX N DAMEN AVE,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),N,N,2424,49,08A,1161660,1950010,42.018505314,-87.680453649,"(42.018505314, -87.680453649)"
JC134516,01/25/2019 06:15:00 PM,0000X E 87TH ST,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,PARKING LOT/GARAGE(NON.RESID.),N,N,632,9,26,1178069,1847315,41.736345248,-87.623198545,"(41.736345248, -87.623198545)"
JC131922,01/27/2019 09:58:00 PM,078XX S BENNETT AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,Y,N,414,8,03,1190227,1853466,41.752940239,-87.578458689,"(41.752940239, -87.578458689)"
JC126342,01/23/2019 12:22:00 AM,035XX S RHODES AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,212,4,08A,1180172,1881335,41.829651528,-87.614451899,"(41.829651528, -87.614451899)"
JC156846,01/19/2019 11:30:00 AM,037XX N BROADWAY,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",OTHER,N,N,1925,46,11,1170498,1924987,41.949652123,-87.648667528,"(41.949652123, -87.648667528)"
JC156972,01/15/2019 10:45:00 AM,002XX N MASON AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1512,29,06,1136729,1901088,41.884743626,-87.773372899,"(41.884743626, -87.773372899)"
JC156674,01/23/2019 10:00:00 AM,013XX W 52ND ST,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,934,20,06,1168408,1870284,41.799588439,-87.657932325,"(41.799588439, -87.657932325)"
JC156786,01/31/2019 05:00:00 PM,109XX S DOTY AVE E,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,N,513,10,14,1185667,1832643,41.695908161,-87.595822806,"(41.695908161, -87.595822806)"
JC121569,01/18/2019 12:45:00 PM,059XX S ASHLAND AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,OTHER,N,N,713,16,26,1166688,1865358,41.786107815,-87.664380592,"(41.786107815, -87.664380592)"
JC126516,01/22/2019 04:00:00 PM,044XX S ARTESIAN AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,N,Y,922,15,08B,1160763,1875175,41.813171374,-87.685833533,"(41.813171374, -87.685833533)"
JC111002,01/08/2019 07:50:00 PM,034XX W MARQUETTE RD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,Y,N,831,23,15,1154609,1859973,41.771579914,-87.708811912,"(41.771579914, -87.708811912)"
JC157075,01/06/2019 09:00:00 AM,066XX S STONY ISLAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,N,N,321,5,11,1188019,1861082,41.773892091,-87.58630763,"(41.773892091, -87.58630763)"
